tiki_pid,sku,name,url_key,url_path,price,discount,discount_rate,rating_average,review_count,thumbnail_url,seller_product_id,original_price,isGiftAvailable,is_from_official_store,tiki_verified,seller_product_sku,origin,availability,primary_category_path,shippable,seller_name,tiki_hero,imported,thumbnail_width,is_nextday_delivery,is_tikinow_delivery,seller_id,is_normal_delivery,brand_name,primary_category_name,brand_id,thumbnail_height,is_authentic,productset_id,master_product_sku,quantity_sold_value,category_l1_name,category_l2_name,category_l3_name,seller_type,is_imported,layout_type,video_url,fastest_delivery_time,order_route,ingestion_dt_unix,ingestion_date
252608892,1690626241068,Tã/bỉm quần HUGGIES SKINCARE gói SUPER JUMBO size L 68 miếng,ta-bim-quan-huggies-skincare-goi-super-jumbo-size-l-68-mieng-p252608892,ta-bim-quan-huggies-skincare-goi-super-jumbo-size-l-68-mieng-p252608892.html?spid=252608896,270000,203130,43,5.0,39,https://salt.tikicdn.com/cache/280x280/ts/product/a3/6e/d9/89e87f1ebbf042edd6781cf83bf23eb9.jpg,252608896,473130,False,False,1,1690626241068,Việt Nam,1,1/2/2549/2551/2553,True,Tiki Trading,1,,280,False,True,1,,Huggies,Tã quần,26702.0,280,1,1907,8899708774332,10691,Đồ Chơi - Mẹ & Bé,"Tã, Bỉm",,OFFICIAL_STORE,False,grid_view,,,,1710308519,2024-03-13
247427686,1148589326379,Sữa bột Nestlé NAN OPTIPRO PLUS 2 800g/lon với 5HMO Sản Xuất Tại Thụy Sĩ (6 - 12 tháng),sua-bot-nestle-nan-optipro-plus-2-800g-lon-voi-5hmo-san-xuat-tai-thuy-si-6-12-thang-p247427686,sua-bot-nestle-nan-optipro-plus-2-800g-lon-voi-5hmo-san-xuat-tai-thuy-si-6-12-thang-p247427686.html?spid=247427689,485000,0,0,5.0,237,https://salt.tikicdn.com/cache/280x280/ts/product/a5/a7/28/8afe88e11b4278e54e8bcd0091b0740f.jpg,247427689,485000,False,False,1,1148589326379,Thụy Sỹ,1,1/2/2549/8339/2600/2601,True,Tiki Trading,1,,280,False,False,1,,NAN,Sữa cho bé dưới 24 tháng ,33562.0,280,1,1951,8308330822879,24737,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,False,,,2024-03-20 19:00:00,same_province,1710308519,2024-03-13
247427699,2360536511913,Sữa bột Nestlé NAN OPTIPRO PLUS 1 800g/lon với 5HMO Sản Xuất Tại Thụy Sĩ (0 - 6 tháng),sua-bot-nestle-nan-optipro-plus-1-800g-lon-voi-5hmo-san-xuat-tai-thuy-si-0-6-thang-p247427699,sua-bot-nestle-nan-optipro-plus-1-800g-lon-voi-5hmo-san-xuat-tai-thuy-si-0-6-thang-p247427699.html?spid=247427700,485000,0,0,5.0,188,https://salt.tikicdn.com/cache/280x280/ts/product/21/30/c8/0626ae5799d1433f0bc5b97c5ef9a983.jpg,247427700,485000,False,False,1,2360536511913,Thụy Sỹ,1,1/2/2549/8339/2600/2601,True,Tiki Trading,1,,280,False,True,1,False,NAN,Sữa cho bé dưới 24 tháng ,33562.0,280,1,1951,9784909917108,24366,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,False,,,,,1710308519,2024-03-13
210966404,4061404332793,"Combo Sữa dưỡng thể Vaseline Gluta-Hya Dưỡng Da Sáng Mịn Sau 7 Ngày Bảo vệ, dưỡng sáng mịn và Dưỡng sáng chuyên sâu 330 ML",combo-sua-duong-the-vaseline-gluta-hya-duong-da-sang-min-sau-7-ngay-bao-ve-duong-sang-min-va-duong-sang-chuyen-sau-330-ml-p210966404,combo-sua-duong-the-vaseline-gluta-hya-duong-da-sang-min-sau-7-ngay-bao-ve-duong-sang-min-va-duong-sang-chuyen-sau-330-ml-p210966404.html?spid=210966406,226000,74000,25,4.6,41,https://salt.tikicdn.com/cache/280x280/ts/product/60/e8/f3/f1ea52ac7e99853696ce0aaac71f8080.png,210966406,300000,False,False,1,4061404332793,Thái Lan,1,1/2/1520/1592/1610/4413,True,Tiki Trading,1,,280,False,True,1,False,Vaseline,Sữa dưỡng thể,21274.0,280,1,899,2891534062382,2119,Làm Đẹp - Sức Khỏe,Chăm sóc cơ thể,Dưỡng Thể,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/51/3a/ea/44912acc8c6039e2df2591c8bd30d134.mp4,,,1710308519,2024-03-13
193583716,6348856566288,Sữa tắm dưỡng thể Dove Deep Moisture Dưỡng ẩm chuyên sâu với dưỡng chất lợi khuẩn da 900g,sua-tam-duong-the-dove-deep-moisture-duong-am-chuyen-sau-voi-duong-chat-loi-khuan-da-900g-p193583716,sua-tam-duong-the-dove-deep-moisture-duong-am-chuyen-sau-voi-duong-chat-loi-khuan-da-900g-p193583716.html?spid=193583717,169000,57000,25,4.8,116,https://salt.tikicdn.com/cache/280x280/ts/product/c3/07/81/4cdb8fad947b2e96b9b15fbe6c3401c9.png,193583717,226000,False,False,1,6348856566288,Việt Nam,1,1/2/1520/1592/8212/13878,True,Tiki Trading,1,,280,False,False,1,,Dove,"Bông tắm, sữa tắm & xà bông",21265.0,280,1,1363,3882515091586,1574,Làm Đẹp - Sức Khỏe,Chăm sóc cơ thể,"Sữa tắm, xà bông, muối tắm",OFFICIAL_STORE,False,grid_view,,2024-03-15 19:00:00,hn_hcm,1710308519,2024-03-13
135328953,2869363166428,Sữa bột Nestlé NAN SupremePro 2 lon 800g nhập khẩu từ Đức với 5HMO & đạm Gentle Optipro (6 - 24 tháng),sua-bot-nestle-nan-supremepro-2-lon-800g-nhap-khau-tu-duc-voi-5hmo-dam-gentle-optipro-6-24-thang-p135328953,sua-bot-nestle-nan-supremepro-2-lon-800g-nhap-khau-tu-duc-voi-5hmo-dam-gentle-optipro-6-24-thang-p135328953.html?spid=135328954,539000,0,0,4.8,336,https://salt.tikicdn.com/cache/280x280/ts/product/f4/9f/06/83279f4173376fc923e87656fa71088e.jpg,135328954,539000,False,False,1,2869363166428,Đức,1,1/2/2549/8339/2600/2601,True,Tiki Trading,1,Germany,280,False,False,1,,NAN,Sữa cho bé dưới 24 tháng ,33562.0,280,1,1951,2934963819564,14669,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,True,,,2024-03-20 19:00:00,same_province,1710308519,2024-03-13
121485346,7284923090600,Bàn Chải Điện P/S S100 PRO Trắng Răng Công Nghệ Sóng Âm Đen Nhám Chải Sạch Mảng Bám Tới 10X 1 Bộ,ban-chai-dien-p-s-s100-pro-trang-rang-cong-nghe-song-am-den-nham-chai-sach-mang-bam-toi-10x-1-bo-p121485346,ban-chai-dien-p-s-s100-pro-trang-rang-cong-nghe-song-am-den-nham-chai-sach-mang-bam-toi-10x-1-bo-p121485346.html?spid=121485348,856000,420370,0,4.7,1887,https://salt.tikicdn.com/cache/280x280/ts/product/cd/59/c5/7cf8b96a6096fe18c384df480da64005.png,121485348,1276370,False,False,1,7284923090600,Trung Quốc,1,1/2/1520/1594/1625/53348,True,Tiki Trading,1,,280,False,True,1,False,P/S,Bàn chải điện,21271.0,280,1,1037,8098682515908,8546,Làm Đẹp - Sức Khỏe,Chăm sóc cá nhân,Chăm sóc răng miệng,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/bc/15/5b/16a47a81eaae0e5b1b6a5b496ff57598.mp4,,,1710308519,2024-03-13
117170051,8834693473922,Combo 2 Sữa rửa mặt Simple giúp kiềm dầu và ngừa mụn hiệu quả - cho da mụn nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],sua-rua-mat-simple-giup-kiem-dau-ngua-mun-cho-da-mun-nhay-cam-khong-chua-xa-phong-150ml-chinh-hang-doc-quyen-p117170051,sua-rua-mat-simple-giup-kiem-dau-ngua-mun-cho-da-mun-nhay-cam-khong-chua-xa-phong-150ml-chinh-hang-doc-quyen-p117170051.html?spid=117170052,198000,66000,25,4.8,392,https://salt.tikicdn.com/cache/280x280/ts/product/7d/ca/7b/e46e42de7514cde6b0bc2b1020758a29.png,117170052,264000,False,False,1,8834693473922,Ba Lan,1,1/2/1520/1582/1583,True,Tiki Trading,1,Poland,280,False,True,1,False,SIMPLE,Sữa rửa mặt,185075.0,280,1,1071,5825229292529,49524,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,1710308519,2024-03-13
116410119,8247216513760,Túi Nước giặt Omo Nước giặt cửa trước hương Lavender Khử mùi thư thái 3.6KG,tui-nuoc-giat-omo-nuoc-giat-cua-truoc-huong-lavender-khu-mui-thu-thai-3-6kg-p116410119,tui-nuoc-giat-omo-nuoc-giat-cua-truoc-huong-lavender-khu-mui-thu-thai-3-6kg-p116410119.html?spid=116410120,180000,47000,21,4.8,1766,https://salt.tikicdn.com/cache/280x280/ts/product/0e/07/fe/68d90fd6b7cda4c6bccd18a163e747cc.png,116410120,227000,False,False,1,8247216513760,Việt Nam,1,1/2/2549/15078/4387/8239,True,Tiki Trading,1,,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,2825726353839,14468,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/1c/f7/8e/ab60b98e78021ec59d5e09efdfa0e31e.mp4,,,1710308519,2024-03-13
116410159,5951598679828,Túi Nước Giặt Omo Matic Cho Máy Giặt Cửa Trước Bền Đẹp Bền Màu Sau 100 Lần Giặt 3.6Kg,tui-nuoc-giat-omo-matic-cho-may-giat-cua-truoc-be-n-de-p-be-n-ma-u-sau-100-la-n-gia-t-3-6kg-p116410159,tui-nuoc-giat-omo-matic-cho-may-giat-cua-truoc-be-n-de-p-be-n-ma-u-sau-100-la-n-gia-t-3-6kg-p116410159.html?spid=116410160,180000,47000,21,4.8,1627,https://salt.tikicdn.com/cache/280x280/ts/product/29/b0/58/88918761feaf326188520ef85ee351f0.jpg,116410160,227000,False,False,1,5951598679828,Việt Nam,1,1/2/2549/15078/4387/8239,True,Tiki Trading,1,,280,False,True,1,,Omo,Nước giặt,33323.0,280,1,2839,5671347860876,13504,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/1c/f7/8e/fe9568df6b3a3ebf3b1b82b095975863.mp4,,,1710308519,2024-03-13
100989176,5435284312031,Nước Xả Làm Mềm Vải Comfort Chăm Sóc Dịu Nhẹ Cho Da Nhạy Cảm 3.8L,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176.html?spid=100989177,215000,70000,25,4.8,1364,https://salt.tikicdn.com/cache/280x280/ts/product/99/50/ff/bce034e8b09f3b9fe9d010309d1b606d.jpg,100989177,285000,True,False,1,5435284312031,Việt Nam,1,1/2/2549/15078/4387/4403,True,Tiki Trading,1,,280,False,True,1,,Comfort,Nước xả vải,27954.0,280,1,2783,8242593191874,10055,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/74/03/99/0ec6fef625fd50a29bd1f0109b484847.mp4,,,1710308519,2024-03-13
97551646,4683410937779,Bộ 2 Lon Sữa Bột Friso Gold 4 1400g Dành Cho Trẻ Từ 2 - 6 Tuổi + Tặng Lon Sữa Friso Gold 4 380g,bo-2-hop-sua-bot-friso-gold-4-1400g-danh-cho-tre-tu-2-6-tuoi-tang-lon-sua-friso-gold-4-380g-p97551646,bo-2-hop-sua-bot-friso-gold-4-1400g-danh-cho-tre-tu-2-6-tuoi-tang-lon-sua-friso-gold-4-380g-p97551646.html?spid=97551647,1300000,470000,27,4.8,1214,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/fd/d6/e9/e21e2387cf58367afc361d07a8361c2c.jpg,97551647,1770000,False,False,1,4683410937779,Việt Nam,1,1/2/2549/8339/2600/2602,True,Tiki Trading,1,,280,False,True,1,False,Friso,Sữa cho bé trên 24 tháng,32539.0,280,1,1953,7656028145358,32375,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,False,,,,,1710308519,2024-03-13
248758024,8657449597201,Combo 3 Túi Viên Giặt Quần Áo Omo Cho Máy Giặt Cửa Trước Và Cửa Trên Công Nghệ Anh Quốc 17 Viên,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024.html?spid=95304510,320000,100000,24,4.8,1646,https://salt.tikicdn.com/cache/280x280/ts/product/dd/d3/de/9d55c30c2580b81efa231651c26f805a.jpg,95304510,420000,False,False,1,8657449597201,Việt Nam,1,1/2/2549/15078/4387/8239,True,Tiki Trading,1,,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,4909144506921,10324,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/fa/13/a4/bb0d6dbcdc4f7c695a7a8dfde5306eae.mp4,,,1710308519,2024-03-13
68370674,2000225859153,Nước Xả Làm Mềm Vải COMFORT Nước Xả Vải Hương Ban Mai Đậm Đặc 1 Lần Xả Giúp Giữ Màu & Bền Vải 3.8L,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674.html?spid=68370676,215000,56000,21,4.8,1202,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/0e/c7/89/9972a85582771320a1ada3b4e1138b20.jpg,68370676,271000,False,False,1,2000225859153,Việt Nam,1,1/2/2549/15078/4387/4403,True,Tiki Trading,1,,280,False,True,1,False,Comfort,Nước xả vải,27954.0,280,1,2783,1543417007372,7878,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/b1/5a/14/ca73d9067f7795d05f3bc78ff53b7dcb.mp4,,,1710308519,2024-03-13
53507455,6610111019477,Bộ Đôi TSUBAKI Phục Hồi Ngăn Rụng Tóc (490ml/chai),bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455,bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455.html?spid=56655136,298000,132000,31,4.8,132,https://salt.tikicdn.com/cache/280x280/ts/product/0c/68/be/e76389f6c115875c5d0170ac7cd50ec1.jpg,56655136,430000,False,False,1,6610111019477,Nhật Bản,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,Japan,280,False,True,1,False,TSUBAKI,Dầu Gội,238861.0,280,1,853,1153050596616,7336,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,,,,,1710308519,2024-03-13
53506478,7659250562672,Bộ Đôi TSUBAKI Dưỡng Tóc Bóng Mượt (490ml/chai),bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478,bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478.html?spid=56655135,319000,111000,0,5.0,19,https://salt.tikicdn.com/cache/280x280/ts/product/8a/41/64/15ce62db933db04029a4445f1a05ab3e.jpg,56655135,430000,False,False,1,7659250562672,Nhật Bản,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,Japan,280,False,True,1,,TSUBAKI,Dầu Gội,238861.0,280,1,853,1697471749300,2209,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,,,,,1710308519,2024-03-13
22254660,6574261437195,"Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g",combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660,combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660.html?spid=22254661,305000,157000,34,4.7,2494,https://salt.tikicdn.com/cache/280x280/ts/product/03/dc/34/c9c40fda3ad97bc16ef29e524edf55cb.png,22254661,462000,False,False,1,6574261437195,Việt Nam,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,,280,False,True,1,False,TRESemmé,Dầu Gội,27918.0,280,1,853,6822279641906,25395,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/65/4c/fe/4facfbed367b34abbd5c2001bf219a85.mp4,,,1710308519,2024-03-13
2738475,6721398123389,Bộ 3 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản (82 Miếng/Hộp),bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475,bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475.html?spid=13670127,105000,21000,17,4.8,1636,https://salt.tikicdn.com/cache/280x280/ts/product/94/09/84/df60a650913bf0a0544f525ae489d4e0.png,13670127,126000,False,False,1,6721398123389,Nhật Bản,1,1/2/1520/1582/11605,True,Tiki Trading,1,Japan,280,False,True,1,False,Silcot,Tẩy trang,48249.0,280,1,1053,1646370110605,19935,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,1710308519,2024-03-13
