tiki_pid,sku,name,url_key,url_path,price,discount,discount_rate,rating_average,review_count,thumbnail_url,seller_product_id,original_price,isGiftAvailable,is_from_official_store,tiki_verified,seller_product_sku,origin,availability,primary_category_path,shippable,seller_name,tiki_hero,thumbnail_width,is_nextday_delivery,is_tikinow_delivery,seller_id,is_normal_delivery,brand_name,primary_category_name,brand_id,thumbnail_height,is_authentic,productset_id,master_product_sku,quantity_sold_value,category_l1_name,category_l2_name,category_l3_name,seller_type,is_imported,imported,video_url,layout_type,ingestion_dt_unix,ingestion_date
116410159,5951598679828,Túi Nước Giặt Omo Matic Cho Máy Giặt Cửa Trước Bền Đẹp Bền Màu Sau 100 Lần Giặt 3.6Kg,tui-nuoc-giat-omo-matic-cho-may-giat-cua-truoc-be-n-de-p-be-n-ma-u-sau-100-la-n-gia-t-3-6kg-p116410159,tui-nuoc-giat-omo-matic-cho-may-giat-cua-truoc-be-n-de-p-be-n-ma-u-sau-100-la-n-gia-t-3-6kg-p116410159.html?spid=116410160,175000,52000,23,4.8,1629,https://salt.tikicdn.com/cache/280x280/ts/product/29/b0/58/88918761feaf326188520ef85ee351f0.jpg,116410160,227000,False,False,1,5951598679828,Việt Nam,1,1/2/2549/15078/4387/8239,True,Tiki Trading,1,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,5671347860876,13515,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/1c/f7/8e/fe9568df6b3a3ebf3b1b82b095975863.mp4,,1710854652,2024-03-19
100989176,5435284312031,Nước Xả Làm Mềm Vải Comfort Chăm Sóc Dịu Nhẹ Cho Da Nhạy Cảm 3.8L,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176.html?spid=100989177,205000,80000,28,4.8,1365,https://salt.tikicdn.com/cache/280x280/ts/product/99/50/ff/bce034e8b09f3b9fe9d010309d1b606d.jpg,100989177,285000,True,False,1,5435284312031,Việt Nam,1,1/2/2549/15078/4387/4403,True,Tiki Trading,1,280,False,True,1,False,Comfort,Nước xả vải,27954.0,280,1,2783,8242593191874,10085,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/74/03/99/0ec6fef625fd50a29bd1f0109b484847.mp4,,1710854652,2024-03-19
97551646,4683410937779,Bộ 2 Lon Sữa Bột Friso Gold 4 1400g Dành Cho Trẻ Từ 2 - 6 Tuổi + Tặng Lon Sữa Friso Gold 4 380g,bo-2-hop-sua-bot-friso-gold-4-1400g-danh-cho-tre-tu-2-6-tuoi-tang-lon-sua-friso-gold-4-380g-p97551646,bo-2-hop-sua-bot-friso-gold-4-1400g-danh-cho-tre-tu-2-6-tuoi-tang-lon-sua-friso-gold-4-380g-p97551646.html?spid=97551647,1300000,470000,27,4.8,1214,https://salt.tikicdn.com/cache/280x280/ts/product/ce/61/23/23abab360852376076c21f21082a4bab.jpg,97551647,1770000,False,False,1,4683410937779,Việt Nam,1,1/2/2549/8339/2600/2602,True,Tiki Trading,1,280,False,True,1,False,Friso,Sữa cho bé trên 24 tháng,32539.0,280,1,1953,7656028145358,32490,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,False,,,grid_view,1710854652,2024-03-19
248758024,8657449597201,Combo 3 Túi Viên Giặt Quần Áo Omo Cho Máy Giặt Cửa Trước Và Cửa Trên Công Nghệ Anh Quốc 17 Viên,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024.html?spid=95304510,314000,106000,25,4.8,1646,https://salt.tikicdn.com/cache/280x280/ts/product/dd/d3/de/9d55c30c2580b81efa231651c26f805a.jpg,95304510,420000,False,False,1,8657449597201,Việt Nam,1,1/2/2549/15078/4387/8239,True,Tiki Trading,1,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,4909144506921,10336,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/fa/13/a4/bb0d6dbcdc4f7c695a7a8dfde5306eae.mp4,,1710854652,2024-03-19
68370674,2000225859153,Nước Xả Làm Mềm Vải COMFORT Nước Xả Vải Hương Ban Mai Đậm Đặc 1 Lần Xả Giúp Giữ Màu & Bền Vải 3.8L,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674.html?spid=68370676,205000,66000,24,4.8,1204,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/0e/c7/89/9972a85582771320a1ada3b4e1138b20.jpg,68370676,271000,False,False,1,2000225859153,Việt Nam,1,1/2/2549/15078/4387/4403,True,Tiki Trading,1,280,False,True,1,False,Comfort,Nước xả vải,27954.0,280,1,2783,1543417007372,7896,Đồ Chơi - Mẹ & Bé,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/b1/5a/14/ca73d9067f7795d05f3bc78ff53b7dcb.mp4,,1710854652,2024-03-19
58731234,8586326384342,Bộ 3 Kem đánh răng P/S Trà Xanh 230g,bo-3-kem-danh-rang-p-s-tra-xanh-230g-p58731234,bo-3-kem-danh-rang-p-s-tra-xanh-230g-p58731234.html?spid=58731236,99000,30000,23,4.8,1011,https://salt.tikicdn.com/cache/280x280/ts/product/fb/77/e2/f7c1fa655c98ac6acb44b4ff4794b881.jpg,58731236,129000,False,False,1,8586326384342,Việt Nam,1,1/2/1520/1594/1625/11835,True,Tiki Trading,1,280,False,True,1,,P/S,Kem đánh răng,21271.0,280,1,1257,5208481245957,20553,Làm Đẹp - Sức Khỏe,Chăm sóc cá nhân,Chăm sóc răng miệng,OFFICIAL_STORE,False,,,,1710854652,2024-03-19
53507455,6610111019477,Bộ Đôi TSUBAKI Phục Hồi Ngăn Rụng Tóc (490ml/chai),bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455,bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455.html?spid=56655136,298000,132000,31,4.8,132,https://salt.tikicdn.com/cache/280x280/ts/product/0c/68/be/e76389f6c115875c5d0170ac7cd50ec1.jpg,56655136,430000,False,False,1,6610111019477,Nhật Bản,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,280,False,True,1,,TSUBAKI,Dầu Gội,238861.0,280,1,853,1153050596616,7336,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,Japan,,,1710854652,2024-03-19
53506478,7659250562672,Bộ Đôi TSUBAKI Dưỡng Tóc Bóng Mượt (490ml/chai),bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478,bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478.html?spid=56655135,306000,124000,29,5.0,19,https://salt.tikicdn.com/cache/280x280/ts/product/8a/41/64/15ce62db933db04029a4445f1a05ab3e.jpg,56655135,430000,False,False,1,7659250562672,Nhật Bản,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,280,False,True,1,,TSUBAKI,Dầu Gội,238861.0,280,1,853,1697471749300,2209,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,Japan,,,1710854652,2024-03-19
22254660,6574261437195,"Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g",combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660,combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660.html?spid=22254661,305000,157000,34,4.7,2495,https://salt.tikicdn.com/cache/280x280/ts/product/03/dc/34/c9c40fda3ad97bc16ef29e524edf55cb.png,22254661,462000,False,False,1,6574261437195,Việt Nam,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,280,False,True,1,False,TRESemmé,Dầu Gội,27918.0,280,1,853,6822279641906,25403,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/65/4c/fe/4facfbed367b34abbd5c2001bf219a85.mp4,,1710854652,2024-03-19
2738475,6721398123389,Bộ 3 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản (82 Miếng/Hộp),bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475,bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475.html?spid=13670127,110000,16000,13,4.8,1636,https://salt.tikicdn.com/cache/280x280/ts/product/65/32/ef/a3bfdeedda822923afed9d0826161465.png,13670127,126000,False,False,1,6721398123389,Nhật Bản,1,1/2/1520/1582/11605,True,Tiki Trading,1,280,False,True,1,,Silcot,Tẩy trang,48249.0,280,1,1053,1646370110605,19960,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,Japan,,,1710854652,2024-03-19
8959289,2502480584851,"Kem chống nắng nâng tông Skin Aqua Tone up Lavender cho da tối màu & da vàng, dạng tinh chất Sunplay Skin Aqua Tone Up UV Essence Lavender SPF 50+ PA++++ 50g",kem-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-dang-tinh-chat-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289,kem-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-dang-tinh-chat-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289.html?spid=10863050,159200,39800,20,4.6,1388,https://salt.tikicdn.com/cache/280x280/ts/product/f6/24/ea/f505eb212415d4750f1b7067db3394cf.jpg,10863050,199000,False,False,1,2502480584851,Việt Nam,1,1/2/1520/1582/3422,True,Tiki Trading,1,280,False,True,1,False,Sunplay,Kem chống nắng,112882.0,280,1,1095,7332466162606,19887,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,False,,,,1710854652,2024-03-19
632680,5440086254136,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680,dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html?spid=10862721,82000,17000,17,4.8,1557,https://salt.tikicdn.com/cache/280x280/ts/product/7c/9c/a5/4bd1312c3bcdbe0475df20cffee3c5a6.jpg,10862721,99000,False,False,1,5440086254136,Việt Nam,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,280,False,True,1,,Selsun,Dầu Gội,112885.0,280,1,853,3469267168798,17520,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,,,1710854652,2024-03-19
10071383,7279156809512,Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383.html?spid=10071384,149000,46000,24,4.7,1453,https://salt.tikicdn.com/cache/280x280/ts/product/08/ea/53/540ef0f7d8b53341a69f248d370be826.png,10071384,195000,False,False,1,7279156809512,Việt Nam,1,1/2/1520/1592/8212/13878,True,Tiki Trading,1,280,False,True,1,False,Lifebuoy,"Bông tắm, sữa tắm & xà bông",21266.0,280,1,1363,5054707209810,11274,Làm Đẹp - Sức Khỏe,Chăm sóc cơ thể,"Sữa tắm, xà bông, muối tắm",OFFICIAL_STORE,False,,,,1710854652,2024-03-19
207566226,9149635687971,Bộ sản phẩm rượu vang đỏ Úc Jacob's Creek Classic TWIN Cabernet Sauvignon + Shiraz 750ml,bo-san-pham-ruou-vang-do-uc-jacob-s-creek-classic-twin-cabernet-sauvignon-shiraz-750ml-p207566226,bo-san-pham-ruou-vang-do-uc-jacob-s-creek-classic-twin-cabernet-sauvignon-shiraz-750ml-p207566226.html?spid=207566227,625000,44000,7,4.6,31,https://salt.tikicdn.com/cache/280x280/ts/product/a5/ff/3c/db6715192ff33ae0b1b45d6ed442647e.png,207566227,669000,False,False,1,9149635687971,Úc,1,1/2/4384/53582/11343/48030,True,Tiki Trading,0,280,False,True,1,,Jacob's Creek,Rượu vang,4251155.0,280,1,2941,4771471470906,337,Bách Hóa Online,Đồ uống có cồn,Rượu,OFFICIAL_STORE,True,Australia,,grid_view,1710854652,2024-03-19
